client_id	path	sentence	up_votes	down_votes	age	gender	accents	variant	locale	segment
7275df3ab29386b68c10c396e31ed2476d1e25de0ac97913a17ab5a0e58d8bbf43cb7235ce9814a20321bef87f140c01900a4ceef94af8cef0a350ed14b3fa6e	common_voice_en_37289501.mp3	The bacterium "Deinococcus radiodurans" is one of the most radioresistant organisms known.	0	3	thirties	male	United States English,Scandinavian		en	
7275df3ab29386b68c10c396e31ed2476d1e25de0ac97913a17ab5a0e58d8bbf43cb7235ce9814a20321bef87f140c01900a4ceef94af8cef0a350ed14b3fa6e	common_voice_en_37289593.mp3	He appears numerous times on his older brother Cappadonna's albums.	0	3	thirties	male	United States English,Scandinavian		en	
7275df3ab29386b68c10c396e31ed2476d1e25de0ac97913a17ab5a0e58d8bbf43cb7235ce9814a20321bef87f140c01900a4ceef94af8cef0a350ed14b3fa6e	common_voice_en_37289641.mp3	The vector space "V" is called an "H"-module.	0	3	thirties	male	United States English,Scandinavian		en	
7275df3ab29386b68c10c396e31ed2476d1e25de0ac97913a17ab5a0e58d8bbf43cb7235ce9814a20321bef87f140c01900a4ceef94af8cef0a350ed14b3fa6e	common_voice_en_37289650.mp3	It also applies to all judicial proceedings in the court, including the court martial.	0	3	thirties	male	United States English,Scandinavian		en	
7275df3ab29386b68c10c396e31ed2476d1e25de0ac97913a17ab5a0e58d8bbf43cb7235ce9814a20321bef87f140c01900a4ceef94af8cef0a350ed14b3fa6e	common_voice_en_37289660.mp3	He was member of a number of scientific societies in Latin America and Europe.	0	3	thirties	male	United States English,Scandinavian		en	
7275df3ab29386b68c10c396e31ed2476d1e25de0ac97913a17ab5a0e58d8bbf43cb7235ce9814a20321bef87f140c01900a4ceef94af8cef0a350ed14b3fa6e	common_voice_en_37289668.mp3	Rubin has won several awards from major professional organisations.	0	6	thirties	male	United States English,Scandinavian		en	
7275df3ab29386b68c10c396e31ed2476d1e25de0ac97913a17ab5a0e58d8bbf43cb7235ce9814a20321bef87f140c01900a4ceef94af8cef0a350ed14b3fa6e	common_voice_en_37289694.mp3	Mediation serves as an alternative to a full-scale litigation to settle disputes.	0	3	thirties	male	United States English,Scandinavian		en	
7275df3ab29386b68c10c396e31ed2476d1e25de0ac97913a17ab5a0e58d8bbf43cb7235ce9814a20321bef87f140c01900a4ceef94af8cef0a350ed14b3fa6e	common_voice_en_37289699.mp3	Cassidy would reprise the role of Lurch in later appearances.	3	3	thirties	male	United States English,Scandinavian		en	
7275df3ab29386b68c10c396e31ed2476d1e25de0ac97913a17ab5a0e58d8bbf43cb7235ce9814a20321bef87f140c01900a4ceef94af8cef0a350ed14b3fa6e	common_voice_en_37289733.mp3	While Japanese Chin prefer familiar surroundings, they also do well in new situations.	0	3	thirties	male	United States English,Scandinavian		en	
7275df3ab29386b68c10c396e31ed2476d1e25de0ac97913a17ab5a0e58d8bbf43cb7235ce9814a20321bef87f140c01900a4ceef94af8cef0a350ed14b3fa6e	common_voice_en_37289738.mp3	Both games had similar mechanics and emphasized a continuing storyline.	0	6	thirties	male	United States English,Scandinavian		en	
7275df3ab29386b68c10c396e31ed2476d1e25de0ac97913a17ab5a0e58d8bbf43cb7235ce9814a20321bef87f140c01900a4ceef94af8cef0a350ed14b3fa6e	common_voice_en_37289739.mp3	His respiratory and cardiological data were recorded up to moment of impact.	0	3	thirties	male	United States English,Scandinavian		en	
7275df3ab29386b68c10c396e31ed2476d1e25de0ac97913a17ab5a0e58d8bbf43cb7235ce9814a20321bef87f140c01900a4ceef94af8cef0a350ed14b3fa6e	common_voice_en_37289747.mp3	He further rose to prominence with his role in "Yasak Elma".	0	3	thirties	male	United States English,Scandinavian		en	
7275df3ab29386b68c10c396e31ed2476d1e25de0ac97913a17ab5a0e58d8bbf43cb7235ce9814a20321bef87f140c01900a4ceef94af8cef0a350ed14b3fa6e	common_voice_en_37289761.mp3	This caused him to start deep in the field after each stop.	0	3	thirties	male	United States English,Scandinavian		en	
7275df3ab29386b68c10c396e31ed2476d1e25de0ac97913a17ab5a0e58d8bbf43cb7235ce9814a20321bef87f140c01900a4ceef94af8cef0a350ed14b3fa6e	common_voice_en_37289782.mp3	The library also has a Friends of the Library organization which meets monthly.	0	3	thirties	male	United States English,Scandinavian		en	
7275df3ab29386b68c10c396e31ed2476d1e25de0ac97913a17ab5a0e58d8bbf43cb7235ce9814a20321bef87f140c01900a4ceef94af8cef0a350ed14b3fa6e	common_voice_en_37289792.mp3	Her parents divorced when she was a teenager.	0	3	thirties	male	United States English,Scandinavian		en	
7275df3ab29386b68c10c396e31ed2476d1e25de0ac97913a17ab5a0e58d8bbf43cb7235ce9814a20321bef87f140c01900a4ceef94af8cef0a350ed14b3fa6e	common_voice_en_37289795.mp3	President Duque tested negative.	3	3	thirties	male	United States English,Scandinavian		en	
7275df3ab29386b68c10c396e31ed2476d1e25de0ac97913a17ab5a0e58d8bbf43cb7235ce9814a20321bef87f140c01900a4ceef94af8cef0a350ed14b3fa6e	common_voice_en_37289810.mp3	Swedesboro is governed under the Borough form of New Jersey municipal government.	0	3	thirties	male	United States English,Scandinavian		en	
7275df3ab29386b68c10c396e31ed2476d1e25de0ac97913a17ab5a0e58d8bbf43cb7235ce9814a20321bef87f140c01900a4ceef94af8cef0a350ed14b3fa6e	common_voice_en_37289826.mp3	It serves as the local watering hole.	3	3	thirties	male	United States English,Scandinavian		en	
7275df3ab29386b68c10c396e31ed2476d1e25de0ac97913a17ab5a0e58d8bbf43cb7235ce9814a20321bef87f140c01900a4ceef94af8cef0a350ed14b3fa6e	common_voice_en_37289848.mp3	The yellow brick mill-like Southwick Hall was dedicated to Royal and Dierexa Southwick.	0	3	thirties	male	United States English,Scandinavian		en	
7275df3ab29386b68c10c396e31ed2476d1e25de0ac97913a17ab5a0e58d8bbf43cb7235ce9814a20321bef87f140c01900a4ceef94af8cef0a350ed14b3fa6e	common_voice_en_37289859.mp3	The song was written by Jim Capaldi and Steve Winwood.	0	3	thirties	male	United States English,Scandinavian		en	
7275df3ab29386b68c10c396e31ed2476d1e25de0ac97913a17ab5a0e58d8bbf43cb7235ce9814a20321bef87f140c01900a4ceef94af8cef0a350ed14b3fa6e	common_voice_en_37289873.mp3	She is married and mother of two children.	0	3	thirties	male	United States English,Scandinavian		en	
7275df3ab29386b68c10c396e31ed2476d1e25de0ac97913a17ab5a0e58d8bbf43cb7235ce9814a20321bef87f140c01900a4ceef94af8cef0a350ed14b3fa6e	common_voice_en_37289901.mp3	Canon Speedlite-brand flashes have evolved alongside the cameras.	0	3	thirties	male	United States English,Scandinavian		en	
7275df3ab29386b68c10c396e31ed2476d1e25de0ac97913a17ab5a0e58d8bbf43cb7235ce9814a20321bef87f140c01900a4ceef94af8cef0a350ed14b3fa6e	common_voice_en_37289937.mp3	Separately, Adrian College and Siena Heights University are located within the county.	0	6	thirties	male	United States English,Scandinavian		en	
7275df3ab29386b68c10c396e31ed2476d1e25de0ac97913a17ab5a0e58d8bbf43cb7235ce9814a20321bef87f140c01900a4ceef94af8cef0a350ed14b3fa6e	common_voice_en_37289939.mp3	A local monument commemorates the Montgolfier brothers, pioneers of flight.	0	6	thirties	male	United States English,Scandinavian		en	
7275df3ab29386b68c10c396e31ed2476d1e25de0ac97913a17ab5a0e58d8bbf43cb7235ce9814a20321bef87f140c01900a4ceef94af8cef0a350ed14b3fa6e	common_voice_en_37289962.mp3	Eeb Allay Ooo!	0	3	thirties	male	United States English,Scandinavian		en	
7275df3ab29386b68c10c396e31ed2476d1e25de0ac97913a17ab5a0e58d8bbf43cb7235ce9814a20321bef87f140c01900a4ceef94af8cef0a350ed14b3fa6e	common_voice_en_37289984.mp3	It is part of the Saltillo metropolitan area.	0	3	thirties	male	United States English,Scandinavian		en	
7275df3ab29386b68c10c396e31ed2476d1e25de0ac97913a17ab5a0e58d8bbf43cb7235ce9814a20321bef87f140c01900a4ceef94af8cef0a350ed14b3fa6e	common_voice_en_37289998.mp3	Now the pain is "localized".	0	3	thirties	male	United States English,Scandinavian		en	
7275df3ab29386b68c10c396e31ed2476d1e25de0ac97913a17ab5a0e58d8bbf43cb7235ce9814a20321bef87f140c01900a4ceef94af8cef0a350ed14b3fa6e	common_voice_en_37290023.mp3	The North Coast Institute operates a number of Centres of Excellence.	0	3	thirties	male	United States English,Scandinavian		en	
7275df3ab29386b68c10c396e31ed2476d1e25de0ac97913a17ab5a0e58d8bbf43cb7235ce9814a20321bef87f140c01900a4ceef94af8cef0a350ed14b3fa6e	common_voice_en_37290038.mp3	More intense shades of blue are favored in cat shows.	0	3	thirties	male	United States English,Scandinavian		en	
7275df3ab29386b68c10c396e31ed2476d1e25de0ac97913a17ab5a0e58d8bbf43cb7235ce9814a20321bef87f140c01900a4ceef94af8cef0a350ed14b3fa6e	common_voice_en_37290049.mp3	You can transform a magic weapon into your pact weapon	0	3	thirties	male	United States English,Scandinavian		en	
7275df3ab29386b68c10c396e31ed2476d1e25de0ac97913a17ab5a0e58d8bbf43cb7235ce9814a20321bef87f140c01900a4ceef94af8cef0a350ed14b3fa6e	common_voice_en_37290053.mp3	As the Divinity of Contract, Mithra is undeceivable, infallible, eternally watchful, and never-resting.	0	3	thirties	male	United States English,Scandinavian		en	
7275df3ab29386b68c10c396e31ed2476d1e25de0ac97913a17ab5a0e58d8bbf43cb7235ce9814a20321bef87f140c01900a4ceef94af8cef0a350ed14b3fa6e	common_voice_en_37290059.mp3	At the foot of the tree, he makes a peculiar sound.	3	3	thirties	male	United States English,Scandinavian		en	
7275df3ab29386b68c10c396e31ed2476d1e25de0ac97913a17ab5a0e58d8bbf43cb7235ce9814a20321bef87f140c01900a4ceef94af8cef0a350ed14b3fa6e	common_voice_en_37290065.mp3	The band The Wallflowers played at the Apple campus.	0	3	thirties	male	United States English,Scandinavian		en	
7275df3ab29386b68c10c396e31ed2476d1e25de0ac97913a17ab5a0e58d8bbf43cb7235ce9814a20321bef87f140c01900a4ceef94af8cef0a350ed14b3fa6e	common_voice_en_37290078.mp3	They are north of Sandusky, Ohio and south of Pelee Island, Ontario.	0	3	thirties	male	United States English,Scandinavian		en	
7275df3ab29386b68c10c396e31ed2476d1e25de0ac97913a17ab5a0e58d8bbf43cb7235ce9814a20321bef87f140c01900a4ceef94af8cef0a350ed14b3fa6e	common_voice_en_37290148.mp3	Kitts was rescued from the water and ordered back to the States for treatment.	0	3	thirties	male	United States English,Scandinavian		en	
7275df3ab29386b68c10c396e31ed2476d1e25de0ac97913a17ab5a0e58d8bbf43cb7235ce9814a20321bef87f140c01900a4ceef94af8cef0a350ed14b3fa6e	common_voice_en_37290154.mp3	The conference also led to the creation of the United Nations Environment Programme.	0	3	thirties	male	United States English,Scandinavian		en	
7275df3ab29386b68c10c396e31ed2476d1e25de0ac97913a17ab5a0e58d8bbf43cb7235ce9814a20321bef87f140c01900a4ceef94af8cef0a350ed14b3fa6e	common_voice_en_37290158.mp3	Three days later, bassist Chris McLernon had announced that he was leaving the band.	0	3	thirties	male	United States English,Scandinavian		en	
7275df3ab29386b68c10c396e31ed2476d1e25de0ac97913a17ab5a0e58d8bbf43cb7235ce9814a20321bef87f140c01900a4ceef94af8cef0a350ed14b3fa6e	common_voice_en_37290164.mp3	It is extremely rare for a timing belt to break.	0	3	thirties	male	United States English,Scandinavian		en	
7275df3ab29386b68c10c396e31ed2476d1e25de0ac97913a17ab5a0e58d8bbf43cb7235ce9814a20321bef87f140c01900a4ceef94af8cef0a350ed14b3fa6e	common_voice_en_37290165.mp3	Nelson was arrested twice in Canada, where his murder spree ended.	0	3	thirties	male	United States English,Scandinavian		en	
7275df3ab29386b68c10c396e31ed2476d1e25de0ac97913a17ab5a0e58d8bbf43cb7235ce9814a20321bef87f140c01900a4ceef94af8cef0a350ed14b3fa6e	common_voice_en_37290174.mp3	This mix could then be sold for making oshikundu.	0	3	thirties	male	United States English,Scandinavian		en	
7275df3ab29386b68c10c396e31ed2476d1e25de0ac97913a17ab5a0e58d8bbf43cb7235ce9814a20321bef87f140c01900a4ceef94af8cef0a350ed14b3fa6e	common_voice_en_37290176.mp3	It was known for its critical stance against the Rocha Vieira administration.	0	3	thirties	male	United States English,Scandinavian		en	
7275df3ab29386b68c10c396e31ed2476d1e25de0ac97913a17ab5a0e58d8bbf43cb7235ce9814a20321bef87f140c01900a4ceef94af8cef0a350ed14b3fa6e	common_voice_en_37290185.mp3	It is a stop on the Rhymney branch of the Valley Lines network.	0	3	thirties	male	United States English,Scandinavian		en	
7275df3ab29386b68c10c396e31ed2476d1e25de0ac97913a17ab5a0e58d8bbf43cb7235ce9814a20321bef87f140c01900a4ceef94af8cef0a350ed14b3fa6e	common_voice_en_37290186.mp3	The Oskaloosa use of the "Quakers" derives from local culture.	0	3	thirties	male	United States English,Scandinavian		en	
7275df3ab29386b68c10c396e31ed2476d1e25de0ac97913a17ab5a0e58d8bbf43cb7235ce9814a20321bef87f140c01900a4ceef94af8cef0a350ed14b3fa6e	common_voice_en_37290187.mp3	Halleck was born in central Florida in the "Miccosuke" clan.	0	3	thirties	male	United States English,Scandinavian		en	
7275df3ab29386b68c10c396e31ed2476d1e25de0ac97913a17ab5a0e58d8bbf43cb7235ce9814a20321bef87f140c01900a4ceef94af8cef0a350ed14b3fa6e	common_voice_en_37290191.mp3	Entries to the competition are divided into four categories; Pine, Fir, Spruce and Wreath.	0	3	thirties	male	United States English,Scandinavian		en	
7275df3ab29386b68c10c396e31ed2476d1e25de0ac97913a17ab5a0e58d8bbf43cb7235ce9814a20321bef87f140c01900a4ceef94af8cef0a350ed14b3fa6e	common_voice_en_37290192.mp3	Lehmann received a letter from Friedrich Reinitzer asking for confirmation of some unusual observations.	0	3	thirties	male	United States English,Scandinavian		en	
7275df3ab29386b68c10c396e31ed2476d1e25de0ac97913a17ab5a0e58d8bbf43cb7235ce9814a20321bef87f140c01900a4ceef94af8cef0a350ed14b3fa6e	common_voice_en_37290193.mp3	Polling in six constituencies was delayed due to printing errors on the ballot papers.	0	3	thirties	male	United States English,Scandinavian		en	
7275df3ab29386b68c10c396e31ed2476d1e25de0ac97913a17ab5a0e58d8bbf43cb7235ce9814a20321bef87f140c01900a4ceef94af8cef0a350ed14b3fa6e	common_voice_en_37290207.mp3	Through pure love, a person experiences God in the "mutual exchange of self-donation".	3	3	thirties	male	United States English,Scandinavian		en	
7275df3ab29386b68c10c396e31ed2476d1e25de0ac97913a17ab5a0e58d8bbf43cb7235ce9814a20321bef87f140c01900a4ceef94af8cef0a350ed14b3fa6e	common_voice_en_37290208.mp3	The film has been adapted into a book.	0	3	thirties	male	United States English,Scandinavian		en	
7275df3ab29386b68c10c396e31ed2476d1e25de0ac97913a17ab5a0e58d8bbf43cb7235ce9814a20321bef87f140c01900a4ceef94af8cef0a350ed14b3fa6e	common_voice_en_37290219.mp3	The vegetations are small and formed from strands of fibrin, neutrophils, lymphocytes, and histiocytes.	0	3	thirties	male	United States English,Scandinavian		en	
7275df3ab29386b68c10c396e31ed2476d1e25de0ac97913a17ab5a0e58d8bbf43cb7235ce9814a20321bef87f140c01900a4ceef94af8cef0a350ed14b3fa6e	common_voice_en_37290222.mp3	Many of the sculptures on the site are of his creation.	0	3	thirties	male	United States English,Scandinavian		en	
b87dd0680063cbd3dc57f5b9b20c14f020f511c3f18467d52e816db909dbe2be05b8ea36a4bca91179503817a1b093a9e6036abb514c6ad1aaf1ffa71b3d32ce	common_voice_en_37290277.mp3	Some details are known about his life, and more can be inferred.	2	2	thirties	male	Canadian English		en	
dbf2b4918088fdde50fa58925bccccc151d1ed2f32c03c4fc9430e6d70bfd1496b799e940376e4dd5ab6687b957ee71e1a07ff39b8aa57be8c0247d54dc0549c	common_voice_en_37300153.mp3	They also eliminate filament evaporation, potentially increasing the life span of the illumination device.	0	2			India and South Asia (India, Pakistan, Sri Lanka)		en	
77d5f42137a76c2b1195c86ddfb8c111368a7a92e2a4f925ce4a811ec885ddcbaa24cdf9e0cbdf76b2701158486e7828222d713061a406c365c37ead0fedf80d	common_voice_en_37300648.mp3	DeMeo also built up his loansharking business with funds stolen from credit union reserves.	0	2	twenties	male	England English		en	
0116ed721f8e492aed0e7d61dde42b4e10a92e278887edbf07b7824a25e10594580162c07c759b138cbfb65723f42594772b674e21bdb9bc5eb3de425283ccde	common_voice_en_37302038.mp3	However, an Andean condor's talons are not strong enough to lift heavy objects.	0	2			East Europ		en	
7275df3ab29386b68c10c396e31ed2476d1e25de0ac97913a17ab5a0e58d8bbf43cb7235ce9814a20321bef87f140c01900a4ceef94af8cef0a350ed14b3fa6e	common_voice_en_37305968.mp3	Kelley declined and moved his career to Tulane University for three years.	0	6	thirties	male	United States English,Scandinavian		en	
7275df3ab29386b68c10c396e31ed2476d1e25de0ac97913a17ab5a0e58d8bbf43cb7235ce9814a20321bef87f140c01900a4ceef94af8cef0a350ed14b3fa6e	common_voice_en_37305970.mp3	The Dumas Brothel is now operated as a museum to Butte's rougher days.	0	3	thirties	male	United States English,Scandinavian		en	
7275df3ab29386b68c10c396e31ed2476d1e25de0ac97913a17ab5a0e58d8bbf43cb7235ce9814a20321bef87f140c01900a4ceef94af8cef0a350ed14b3fa6e	common_voice_en_37305983.mp3	A ferry service was temporarily made while the bridge undergoing repair.	0	3	thirties	male	United States English,Scandinavian		en	
7275df3ab29386b68c10c396e31ed2476d1e25de0ac97913a17ab5a0e58d8bbf43cb7235ce9814a20321bef87f140c01900a4ceef94af8cef0a350ed14b3fa6e	common_voice_en_37306055.mp3	The word "posten" means "the post" or "the mail" in Swedish.	0	3	thirties	male	United States English,Scandinavian		en	
7275df3ab29386b68c10c396e31ed2476d1e25de0ac97913a17ab5a0e58d8bbf43cb7235ce9814a20321bef87f140c01900a4ceef94af8cef0a350ed14b3fa6e	common_voice_en_37306112.mp3	Servetus sent Calvin several more letters, to which Calvin took offense.	0	6	thirties	male	United States English,Scandinavian		en	
7275df3ab29386b68c10c396e31ed2476d1e25de0ac97913a17ab5a0e58d8bbf43cb7235ce9814a20321bef87f140c01900a4ceef94af8cef0a350ed14b3fa6e	common_voice_en_37306125.mp3	The Singhbhum area was never invaded by either the Marathas or the Mughals.	0	3	thirties	male	United States English,Scandinavian		en	
7275df3ab29386b68c10c396e31ed2476d1e25de0ac97913a17ab5a0e58d8bbf43cb7235ce9814a20321bef87f140c01900a4ceef94af8cef0a350ed14b3fa6e	common_voice_en_37306168.mp3	He retired with electrical problems and exhaustion, and scored no championship points.	0	3	thirties	male	United States English,Scandinavian		en	
7275df3ab29386b68c10c396e31ed2476d1e25de0ac97913a17ab5a0e58d8bbf43cb7235ce9814a20321bef87f140c01900a4ceef94af8cef0a350ed14b3fa6e	common_voice_en_37306175.mp3	I, who forfeited mine long ago!	0	3	thirties	male	United States English,Scandinavian		en	
7275df3ab29386b68c10c396e31ed2476d1e25de0ac97913a17ab5a0e58d8bbf43cb7235ce9814a20321bef87f140c01900a4ceef94af8cef0a350ed14b3fa6e	common_voice_en_37306176.mp3	It was renowned for its reliability and economy.	0	3	thirties	male	United States English,Scandinavian		en	
7275df3ab29386b68c10c396e31ed2476d1e25de0ac97913a17ab5a0e58d8bbf43cb7235ce9814a20321bef87f140c01900a4ceef94af8cef0a350ed14b3fa6e	common_voice_en_37306191.mp3	The conversation closed with conventional padding on both sides.	0	3	thirties	male	United States English,Scandinavian		en	
7275df3ab29386b68c10c396e31ed2476d1e25de0ac97913a17ab5a0e58d8bbf43cb7235ce9814a20321bef87f140c01900a4ceef94af8cef0a350ed14b3fa6e	common_voice_en_37306193.mp3	Early successes were with hybrid teas, and then later with floribundas.	0	3	thirties	male	United States English,Scandinavian		en	
7275df3ab29386b68c10c396e31ed2476d1e25de0ac97913a17ab5a0e58d8bbf43cb7235ce9814a20321bef87f140c01900a4ceef94af8cef0a350ed14b3fa6e	common_voice_en_37306197.mp3	It is firm and tough and typically grows to be wide.	0	3	thirties	male	United States English,Scandinavian		en	
7275df3ab29386b68c10c396e31ed2476d1e25de0ac97913a17ab5a0e58d8bbf43cb7235ce9814a20321bef87f140c01900a4ceef94af8cef0a350ed14b3fa6e	common_voice_en_37306210.mp3	His great-great-granddaughter Ellin Travers Mackay married Irving Berlin.	0	3	thirties	male	United States English,Scandinavian		en	
7275df3ab29386b68c10c396e31ed2476d1e25de0ac97913a17ab5a0e58d8bbf43cb7235ce9814a20321bef87f140c01900a4ceef94af8cef0a350ed14b3fa6e	common_voice_en_37306212.mp3	He strongly opposed the British annexation of the Transvaal.	0	3	thirties	male	United States English,Scandinavian		en	
7275df3ab29386b68c10c396e31ed2476d1e25de0ac97913a17ab5a0e58d8bbf43cb7235ce9814a20321bef87f140c01900a4ceef94af8cef0a350ed14b3fa6e	common_voice_en_37306248.mp3	This upper bound in temperature limits the energy efficiency in combustion turbines.	0	3	thirties	male	United States English,Scandinavian		en	
7275df3ab29386b68c10c396e31ed2476d1e25de0ac97913a17ab5a0e58d8bbf43cb7235ce9814a20321bef87f140c01900a4ceef94af8cef0a350ed14b3fa6e	common_voice_en_37306250.mp3	The group was opposed to any forms of negotiations with Communist authorities.	3	3	thirties	male	United States English,Scandinavian		en	
7275df3ab29386b68c10c396e31ed2476d1e25de0ac97913a17ab5a0e58d8bbf43cb7235ce9814a20321bef87f140c01900a4ceef94af8cef0a350ed14b3fa6e	common_voice_en_37306280.mp3	Not all of this was recovered from the wreck.	3	3	thirties	male	United States English,Scandinavian		en	
7275df3ab29386b68c10c396e31ed2476d1e25de0ac97913a17ab5a0e58d8bbf43cb7235ce9814a20321bef87f140c01900a4ceef94af8cef0a350ed14b3fa6e	common_voice_en_37306304.mp3	The Indian Foreign Ministry contracted Telecommunications Consultants India to implement the project.	0	3	thirties	male	United States English,Scandinavian		en	
7275df3ab29386b68c10c396e31ed2476d1e25de0ac97913a17ab5a0e58d8bbf43cb7235ce9814a20321bef87f140c01900a4ceef94af8cef0a350ed14b3fa6e	common_voice_en_37306305.mp3	Large, shallow earthquakes on subduction zone interfaces are the largest types of earthquakes.	0	3	thirties	male	United States English,Scandinavian		en	
7275df3ab29386b68c10c396e31ed2476d1e25de0ac97913a17ab5a0e58d8bbf43cb7235ce9814a20321bef87f140c01900a4ceef94af8cef0a350ed14b3fa6e	common_voice_en_37306308.mp3	The relationships among executive officers can vary too.	3	3	thirties	male	United States English,Scandinavian		en	
7275df3ab29386b68c10c396e31ed2476d1e25de0ac97913a17ab5a0e58d8bbf43cb7235ce9814a20321bef87f140c01900a4ceef94af8cef0a350ed14b3fa6e	common_voice_en_37306309.mp3	The redesigned composite fuselage provides higher cabin pressure and humidity, and lower maintenance costs.	0	6	thirties	male	United States English,Scandinavian		en	
7275df3ab29386b68c10c396e31ed2476d1e25de0ac97913a17ab5a0e58d8bbf43cb7235ce9814a20321bef87f140c01900a4ceef94af8cef0a350ed14b3fa6e	common_voice_en_37306346.mp3	Where there had just been fields, there was now a small town.	3	3	thirties	male	United States English,Scandinavian		en	
7275df3ab29386b68c10c396e31ed2476d1e25de0ac97913a17ab5a0e58d8bbf43cb7235ce9814a20321bef87f140c01900a4ceef94af8cef0a350ed14b3fa6e	common_voice_en_37306347.mp3	The supporting cast includes Melvyn Douglas, Gloria Stuart, Charles Laughton and Ernest Thesiger.	0	3	thirties	male	United States English,Scandinavian		en	
